86,122,none
86,121,none
86,121,none
86,121,none
85,124,none
85,123,none
84,125,none
85,123,none
85,122,none
85,123,none
83,123,none
82,123,none
82,124,none
82,123,none
83,118,none
85,115,none
86,113,none
88,116,none
89,123,none
89,129,none
90,129,none
90,127,none
89,125,none
89,124,none
90,122,none
89,118,none
87,114,none
86,112,none
86,104,none
86,99,none
85,94,none
84,90,none
82,87,none
80,84,none
78,81,none
77,78,none
76,74,none
76,73,none
75,69,none
74,66,none
72,64,none
70,61,none
68,60,none
65,59,none
64,58,none
62,56,none
60,56,none
58,57,none
56,57,none
54,57,none
52,57,none
51,57,none
49,54,none
48,53,none
46,51,none
44,49,none
43,47,none
42,45,none
41,44,none
41,44,none
41,42,none
40,42,none
40,42,none
40,41,none
40,41,none
39,42,none
38,42,none
38,41,none
39,42,none
38,41,none
37,40,none
37,41,none
38,41,none
37,42,none
46,43,none
51,45,none
103,69,none
148,86,none
186,110,none
188,138,fist
216,174,fist
191,198,fist
184,218,fist
168,224,fist
160,230,fist
150,225,fist
142,210,fist
136,192,fist
124,177,none
118,156,none
110,129,none
100,106,none
91,92,none
86,85,none
80,83,none
75,91,none
69,94,none
65,99,none
62,103,none
59,108,none
55,115,none
52,126,none
50,135,none
48,145,none
46,153,none
45,163,none
43,169,none
42,173,none
43,176,none
43,181,none
43,183,none
43,181,none
43,177,none
43,172,none
43,165,none
42,157,none
44,148,none
44,142,none
44,138,none
44,132,none
44,128,none
43,122,none
43,116,none
43,108,none
45,100,none
45,92,none
45,86,none
45,79,none
46,76,none
47,73,none
48,71,none
50,68,none
85,76,none
128,88,none
199,96,none
196,99,none
203,131,fist
186,140,fist
170,172,fist
155,192,fist
141,192,fist
125,190,none
115,189,none
105,170,none
95,153,none
85,133,none
78,113,none
71,98,none
66,87,none
61,80,none
58,76,none
54,75,none
53,75,none
50,76,none
48,79,none
48,79,none
47,83,none
46,87,none
45,92,none
45,98,none
44,101,none
44,103,none
45,106,none
45,113,none
44,116,none
44,117,none
43,115,none
43,118,none
43,115,none
44,110,none
45,104,none
46,100,none
45,97,none
44,93,none
44,89,none
45,86,none
45,82,none
46,77,none
47,74,none
47,71,none
47,68,none
48,64,none
49,63,none
50,61,none
52,60,none
53,59,none
53,60,none
53,59,none
52,58,none
52,56,none
63,58,none
75,60,none
136,82,none
164,75,none
203,93,none
208,106,none
211,133,fist
182,158,fist
172,179,fist
154,191,fist
140,213,fist
129,217,fist
118,217,none
104,209,none
92,210,none
85,208,none
78,191,none
70,170,none
63,150,none
58,131,none
54,111,none
53,98,none
52,88,none
51,84,none
51,83,none
51,84,none
52,84,none
53,86,none
54,92,none
54,97,none
55,102,none
57,105,none
59,105,none
60,103,none
63,105,none
67,104,none
71,103,none
75,100,none
78,97,none
82,95,none
86,92,none
91,89,none
95,83,none
100,77,none
108,70,none
115,65,none
120,65,none
124,70,none
128,73,none
132,80,none
135,90,none
140,100,none
148,112,none
152,129,fist
157,139,fist
160,147,fist
152,165,fist
164,192,fist
172,217,fist
200,220,fist
226,230,fist
203,250,fist
187,241,fist
173,240,fist
162,238,fist
144,255,fist
139,244,fist
137,234,fist
139,217,fist
135,219,fist
134,200,fist
135,184,fist
136,162,fist
132,150,fist
129,129,fist
128,114,none
129,100,none
126,92,none
123,86,none
120,80,none
117,74,none
112,70,none
106,67,none
99,64,none
91,62,none
84,62,none
77,61,none
70,59,none
65,57,none
61,56,none
57,55,none
55,55,none
55,55,none
54,54,none
54,53,none
54,53,none
54,55,none
53,54,none
52,53,none
51,53,none
52,53,none
52,53,none
53,51,none
53,52,none
53,52,none
54,51,none
56,52,none
56,54,none
62,53,none
73,56,none
138,82,none
162,79,none
192,99,none
212,105,none
220,109,none
192,97,none
173,88,none
157,89,none
148,93,none
135,99,none
127,100,none
115,95,none
107,100,none
95,102,none
87,104,none
81,107,none
76,99,none
71,96,none
68,95,none
65,100,none
62,137,none
59,164,none
57,183,none
56,192,none
54,192,none
54,191,none
55,190,none
55,186,none
53,174,none
52,160,none
51,147,none
51,133,none
51,120,none
50,110,none
51,102,none
51,94,none
50,86,none
49,80,none
48,75,none
47,72,none
47,68,none
47,66,none
47,65,none
46,62,none
46,61,none
46,62,none
46,62,none
46,61,none
46,61,none
46,60,none
46,59,none
46,61,none
47,61,none
49,63,none
53,65,none
67,72,none
112,86,none
153,103,none
168,96,none
198,109,none
183,101,none
163,90,none
159,84,none
142,81,none
131,83,none
119,80,none
108,73,none
98,73,none
91,70,none
85,72,none
79,70,none
75,64,none
71,64,none
67,59,none
63,60,none
59,57,none
56,56,none
54,55,none
52,53,none
49,54,none
48,53,none
47,54,none
46,53,none
46,54,none
45,53,none
45,54,none
44,60,none
44,57,none
43,55,none
43,54,none
43,55,none
43,53,none
43,53,none
43,52,none
43,51,none
43,49,none
43,49,none
43,48,none
43,48,none
44,47,none
43,46,none
43,47,none
43,48,none
43,50,none
42,49,none
42,49,none
44,51,none
44,51,none
45,54,none
45,57,none
45,59,none
46,61,none
46,62,none
46,67,none
50,70,none
56,77,none
85,88,none
126,99,none
159,107,none
161,113,none
148,106,none
150,97,none
137,88,none
130,83,none
145,85,none
134,82,none
122,76,none
112,69,none
103,67,none
96,67,none
89,62,none
84,58,none
79,59,none
74,55,none
70,57,none
67,57,none
63,55,none
61,56,none
58,57,none
57,59,none
55,61,none
53,65,none
51,67,none
49,70,none
49,71,none
48,73,none
48,75,none
48,77,none
48,78,none
48,76,none
49,74,none
49,72,none
50,70,none
50,70,none
50,68,none
50,67,none
51,66,none
51,66,none
51,68,none
52,72,none
52,74,none
52,77,none
52,78,none
52,80,none
53,82,none
53,83,none
52,87,none
57,92,none
68,97,none
89,106,none
100,107,none
148,124,none
181,136,fist
196,126,fist
182,108,none
162,95,none
153,88,none
140,91,none
134,87,none
121,75,none
110,72,none
101,71,none
93,69,none
87,64,none
82,59,none
77,56,none
73,53,none
69,53,none
65,51,none
62,53,none
59,52,none
57,51,none
55,50,none
53,52,none
51,54,none
50,54,none
48,56,none
47,56,none
46,61,none
45,63,none
45,66,none
45,68,none
45,69,none
45,70,none
45,72,none
46,70,none
46,67,none
46,65,none
45,63,none
46,63,none
46,64,none
47,66,none
48,65,none
48,65,none
48,64,none
48,65,none
48,68,none
49,67,none
49,67,none
48,67,none
49,67,none
48,68,none
48,69,none
47,68,none
47,68,none
46,68,none
46,68,none
48,69,none
64,71,none
112,84,none
134,96,none
179,111,none
219,115,none
198,101,none
187,86,none
166,81,none
163,75,none
147,78,none
135,76,none
126,69,none
110,65,none
100,74,none
92,78,none
87,70,none
82,67,none
78,61,none
75,62,none
72,66,none
70,66,none
68,65,none
66,63,none
65,62,none
64,60,none
62,62,none
60,59,none
58,57,none
56,54,none
54,55,none
53,54,none
51,54,none
49,54,none
48,53,none
48,53,none
48,52,none
48,51,none
48,54,none
47,51,none
47,51,none
46,50,none
46,48,none
47,48,none
47,47,none
48,48,none
49,47,none
50,47,none
50,47,none
49,47,none
49,45,none
49,44,none
49,45,none
48,45,none
47,46,none
47,46,none
48,49,none
48,49,none
49,48,none
49,49,none
50,50,none
50,49,none
50,49,none
60,48,none
78,54,none
106,57,none
150,71,none
222,76,none
210,93,none
224,84,none
189,78,none
171,74,none
186,79,none
185,78,none
161,73,none
136,73,none
118,73,none
108,74,none
101,86,none
89,87,none
80,81,none
75,76,none
71,72,none
70,76,none
68,76,none
67,75,none
66,72,none
66,70,none
66,69,none
66,68,none
65,67,none
64,66,none
63,65,none
62,64,none
61,65,none
62,65,none
62,66,none
63,65,none
64,65,none
64,64,none
64,63,none
63,62,none
62,62,none
62,61,none
61,61,none
61,60,none
61,60,none
60,59,none
59,55,none
58,55,none
56,55,none
54,54,none
52,54,none
51,52,none
50,52,none
49,53,none
48,52,none
47,51,none
46,50,none
46,50,none
48,52,none
51,52,none
69,54,none
90,59,none
147,82,none
192,77,none
176,75,none
187,76,none
170,76,none
151,80,none
158,89,none
137,88,none
119,95,none
108,100,none
99,103,none
97,107,none
95,109,none
90,101,none
85,94,none
83,94,none
81,94,none
79,90,none
78,89,none
78,85,none
77,81,none
78,78,none
79,79,none
80,77,none
81,75,none
82,73,none
83,72,none
85,71,none
87,68,none
87,64,none
88,61,none
87,60,none
87,58,none
85,57,none
83,57,none
81,56,none
79,56,none
76,54,none
74,54,none
71,53,none
69,57,none
67,56,none
65,54,none
63,52,none
63,50,none
61,48,none
61,48,none
60,48,none
59,48,none
56,47,none
56,48,none
54,46,none
53,46,none
51,46,none
52,47,none
53,47,none
59,58,none
79,66,none
128,86,none
178,102,none
236,111,none
261,116,none
238,117,none
196,111,none
162,107,none
137,100,none
128,105,none
108,97,none
95,91,none
85,91,none
77,84,none
70,84,none
64,80,none
60,78,none
57,76,none
55,72,none
53,69,none
53,65,none
52,62,none
51,64,none
51,64,none
50,59,none
50,57,none
51,57,none
50,57,none
50,58,none
49,59,none
49,58,none
48,57,none
48,57,none
48,55,none
48,54,none
48,54,none
48,54,none
48,54,none
47,51,none
47,52,none
47,55,none
47,55,none
47,54,none
47,54,none
47,57,none
47,55,none
47,56,none
47,56,none
46,55,none
46,54,none
45,55,none
45,55,none
45,55,none
45,54,none
45,55,none
44,54,none
65,57,none
98,73,none
103,69,none
132,68,none
175,65,none
159,63,none
139,58,none
128,56,none
119,55,none
105,59,none
101,57,none
94,56,none
86,51,none
82,53,none
77,56,none
73,57,none
69,60,none
65,59,none
62,59,none
60,62,none
57,63,none
55,63,none
52,62,none
51,60,none
49,59,none
48,59,none
47,59,none
47,58,none
46,57,none
46,56,none
45,54,none
45,55,none
45,53,none
44,53,none
44,52,none
43,51,none
44,51,none
44,50,none
44,50,none
44,50,none
44,51,none
43,50,none
44,50,none
44,51,none
43,52,none
43,52,none
43,51,none
44,51,none
43,52,none
44,51,none
43,50,none
43,49,none
43,50,none
43,54,none
43,53,none
43,52,none
43,52,none
43,50,none
44,53,none
45,55,none
49,55,none
76,56,none
134,80,none
163,85,none
210,100,none
235,112,none
235,103,none
191,97,none
162,92,none
139,102,none
115,92,none
99,83,none
88,81,none
79,81,none
71,81,none
65,77,none
61,76,none
57,74,none
54,70,none
51,70,none
50,69,none
48,70,none
47,69,none
47,70,none
46,67,none
45,66,none
45,62,none
45,59,none
44,57,none
44,54,none
44,53,none
43,52,none
44,50,none
43,50,none
43,49,none
42,49,none
43,53,none
43,51,none
42,50,none
42,49,none
43,50,none
43,49,none
43,48,none
43,49,none
43,49,none
43,49,none
43,47,none
44,49,none
45,52,none
46,51,none
46,50,none
46,49,none
46,50,none
46,49,none
48,49,none
51,47,none
54,47,none
69,50,none
147,76,none
205,84,none
218,83,none
198,85,none
178,87,none
173,91,none
158,88,none
152,88,none
133,78,none
112,71,none
97,69,none
88,77,none
82,84,none
75,79,none
70,72,none
65,67,none
62,66,none
60,68,none
59,64,none
57,61,none
56,59,none
54,54,none
52,53,none
50,50,none
49,51,none
48,50,none
47,51,none
46,50,none
46,50,none
46,50,none
46,51,none
45,50,none
45,50,none
44,49,none
44,51,none
44,55,none
44,55,none
44,53,none
44,51,none
43,49,none
43,50,none
43,49,none
43,52,none
43,51,none
43,49,none
43,49,none
42,53,none
42,54,none
42,53,none
42,52,none
42,51,none
43,50,none
43,48,none
44,46,none
45,45,none
46,47,none
47,45,none
47,46,none
46,45,none
68,54,none
96,58,none
117,62,none
162,79,none
178,95,none
197,102,none
202,101,none
173,107,none
151,108,none
126,120,none
104,106,none
93,95,none
83,90,none
75,90,none
69,82,none
64,76,none
60,69,none
56,65,none
53,61,none
51,61,none
49,58,none
48,58,none
46,57,none
47,55,none
47,52,none
47,52,none
48,51,none
48,50,none
48,49,none
49,49,none
49,50,none
50,50,none
50,51,none
50,51,none
50,51,none
50,51,none
49,51,none
49,53,none
49,54,none
49,55,none
49,56,none
49,58,none
48,56,none
48,58,none
47,57,none
46,58,none
46,58,none
45,56,none
46,55,none
46,54,none
47,54,none
47,54,none
47,55,none
47,52,none
47,54,none
47,51,none
47,50,none
47,53,none
48,51,none
48,49,none
47,49,none
66,54,none
73,54,none
90,64,none
117,72,none
127,76,none
163,92,none
173,92,none
160,86,none
145,90,none
127,84,none
114,80,none
106,76,none
93,72,none
84,73,none
77,67,none
73,64,none
69,65,none
65,69,none
63,64,none
61,61,none
60,56,none
59,53,none
59,51,none
60,53,none
61,53,none
62,51,none
62,50,none
63,50,none
62,50,none
63,50,none
64,49,none
65,48,none
64,49,none
65,49,none
66,50,none
66,50,none
65,49,none
65,48,none
64,47,none
63,47,none
62,46,none
63,46,none
62,46,none
62,47,none
62,48,none
60,46,none
60,47,none
60,46,none
60,47,none
60,46,none
59,48,none
59,47,none
59,47,none
59,46,none
59,46,none
60,50,none
61,51,none
57,48,none
61,49,none
88,53,none
99,62,none
120,66,none
125,69,none
120,68,none
111,64,none
114,67,none
101,67,none
92,62,none
83,59,none
76,63,none
72,63,none
71,62,none
66,57,none
63,55,none
60,53,none
56,58,none
55,59,none
53,55,none
52,54,none
51,52,none
51,53,none
51,53,none
51,51,none
51,52,none
51,51,none
51,53,none
51,53,none
50,53,none
50,54,none
50,56,none
50,61,none
49,59,none
48,58,none
48,57,none
47,55,none
47,53,none
47,53,none
46,51,none
47,51,none
48,49,none
47,49,none
47,50,none
46,50,none
46,50,none
47,51,none
46,50,none
46,50,none
46,51,none
46,51,none
46,49,none
47,49,none
46,49,none
46,48,none
47,50,none
48,51,none
60,49,none
69,51,none
115,58,none
132,66,none
125,72,none
145,75,none
138,74,none
127,81,none
125,90,none
111,95,none
98,90,none
90,88,none
80,85,none
74,88,none
67,88,none
65,81,none
60,78,none
58,73,none
56,71,none
54,65,none
52,66,none
51,65,none
50,62,none
49,61,none
48,61,none
48,61,none
49,59,none
50,59,none
50,58,none
51,58,none
51,56,none
52,54,none
52,52,none
52,52,none
52,51,none
52,50,none
51,49,none
51,48,none
50,47,none
50,49,none
50,48,none
50,48,none
50,50,none
49,51,none
49,51,none
48,51,none
48,49,none
47,53,none
46,54,none
46,53,none
45,52,none
45,50,none
44,47,none
44,45,none
44,46,none
45,48,none
45,49,none
45,49,none
46,49,none
53,53,none
55,53,none
69,61,none
100,69,none
140,86,none
164,95,none
195,101,none
172,94,none
144,93,none
141,100,none
138,107,none
114,108,none
103,95,none
95,89,none
87,87,none
82,88,none
76,82,none
71,74,none
67,69,none
62,64,none
59,64,none
56,59,none
54,59,none
53,60,none
53,56,none
52,54,none
53,52,none
53,50,none
53,53,none
55,53,none
56,56,none
56,54,none
56,52,none
55,50,none
55,51,none
54,51,none
54,53,none
54,55,none
53,56,none
52,55,none
52,61,none
51,59,none
50,60,none
50,61,none
49,61,none
49,61,none
49,62,none
48,64,none
48,64,none
48,63,none
48,66,none
47,66,none
47,67,none
46,66,none
46,63,none
46,64,none
47,64,none
47,64,none
48,62,none
49,61,none
72,69,none
85,70,none
138,66,none
183,73,none
212,78,none
227,84,none
221,78,none
196,69,none
172,74,none
162,67,none
146,72,none
128,77,none
110,73,none
98,77,none
91,73,none
82,72,none
75,72,none
68,68,none
64,64,none
60,68,none
57,69,none
55,67,none
54,62,none
53,59,none
53,56,none
53,57,none
53,55,none
54,52,none
56,51,none
56,50,none
56,51,none
57,53,none
56,51,none
56,51,none
57,52,none
57,56,none
57,60,none
57,64,none
57,64,none
56,63,none
54,61,none
53,59,none
52,55,none
51,54,none
51,56,none
51,57,none
51,58,none
52,57,none
52,56,none
53,57,none
54,61,none
54,60,none
54,58,none
53,58,none
54,61,none
53,60,none
52,62,none
85,62,none
138,80,none
170,88,none
222,88,none
197,82,none
190,79,none
161,77,none
147,69,none
129,78,none
114,73,none
108,70,none
102,68,none
96,74,none
92,78,none
87,84,none
82,79,none
79,73,none
78,69,none
77,63,none
77,66,none
78,65,none
79,62,none
81,59,none
83,57,none
84,55,none
85,57,none
85,57,none
84,55,none
83,56,none
81,58,none
80,56,none
79,54,none
77,52,none
76,51,none
74,51,none
73,52,none
72,51,none
71,50,none
71,49,none
71,49,none
71,48,none
71,48,none
71,50,none
70,49,none
70,49,none
69,50,none
68,51,none
67,50,none
73,52,none
81,52,none
94,50,none
149,71,none
134,79,none
134,78,none
120,71,none
109,68,none
106,68,none
111,67,none
132,71,none
115,66,none
114,68,none
101,63,none
95,62,none
90,61,none
86,71,none
81,69,none
75,71,none
75,72,none
72,67,none
70,64,none
69,63,none
68,64,none
68,60,none
68,56,none
68,53,none
68,50,none
68,54,none
68,61,none
68,57,none
68,55,none
68,55,none
67,58,none
66,59,none
65,57,none
65,55,none
64,53,none
63,56,none
63,56,none
62,54,none
62,52,none
62,51,none
62,53,none
62,60,none
62,58,none
60,55,none
60,54,none
59,52,none
58,50,none
58,54,none
57,52,none
56,51,none
56,54,none
55,55,none
55,58,none
55,62,none
55,59,none
55,58,none
54,58,none
53,55,none
55,57,none
53,58,none
54,54,none
58,52,none
66,55,none
120,66,none
126,60,none
138,59,none
131,63,none
121,57,none
128,64,none
117,63,none
102,64,none
93,60,none
91,69,none
82,65,none
76,78,none
69,76,none
64,71,none
59,68,none
57,74,none
53,74,none
51,71,none
49,67,none
48,64,none
48,67,none
47,68,none
48,67,none
48,63,none
48,60,none
48,61,none
48,57,none
49,56,none
49,56,none
49,55,none
49,57,none
48,55,none
49,56,none
48,57,none
48,56,none
47,56,none
47,55,none
47,58,none
47,57,none
47,56,none
46,55,none
45,54,none
45,55,none
44,55,none
44,53,none
43,53,none
43,53,none
43,52,none
43,50,none
44,54,none
56,58,none
57,57,none
62,58,none
62,52,none
87,56,none
134,65,none
144,64,none
158,64,none
131,59,none
123,64,none
122,67,none
105,64,none
103,61,none
93,57,none
85,58,none
78,60,none
75,61,none
72,67,none
68,66,none
64,66,none
60,72,none
58,73,none
54,69,none
53,62,none
52,62,none
51,61,none
50,59,none
50,56,none
50,54,none
50,52,none
51,55,none
53,53,none
53,51,none
